Symbol,Company Name,Exchange,Country
HARI,"Harvard Illinois Bancorp, Inc.",PNK,USA
ENDV,"Endonovo Therapeutics, Inc.",PNK,USA
CDOM,"Tiger X Medical, Inc.",PNK,USA
QTM.AX,Quantum Energy Ltd.,ASX,Australia
SERV,"ServiceMaster Global Holdings, Inc.",NYQ,USA
STIE,Santaro Interactive Entertainment Company,PNK,USA
0775.HK,"CK Life Sciences Int'l., (Holdings) Inc.",HKG,Hong Kong
4J2.BE,JONES LANG LASALLE,BER,Germany
TTI,"TETRA Technologies, Inc.",NYQ,USA
9188.TW,Yorkey Optical International (Cayman) Ltd.,TAI,Taiwan
DCOU,Discount Coupons Corporation,PNK,USA
ENP.V,ENPAR Technologies Inc.,VAN,Canada
ANL.F,ANALOG DEVICES,FRA,Germany
44RS.L,Santander UK Group Holdings plc,LSE,UK
GDLNF,Greenland Minerals and Energy Limited,PNK,USA
RNWEY,REC Silicon ASA,PNK,USA
3029-OL.HK,X XIE MALAY,HKG,Hong Kong
GPOR.L,Great Portland Estates plc,LSE,UK
8250-OL.HK,SILK RD ENERGY,HKG,Hong Kong
ESDI,"Eastside Distilling, Inc.",PNK,USA
AYS.AX,amaysim Australia Limited,ASX,Australia
BG,Bunge Limited,NYQ,USA
TRU,TransUnion,NYQ,USA
TXRX3F.SA,TEX RENAUX  ON,SAO,Brazil
ORC,"Orchid Island Capital, Inc.",NYQ,USA
ASL.L,Aberforth Smaller Companies Ord,LSE,UK
XKE,Lehman ABS Corporation Corporat,NYQ,USA
3052-OL.HK,X DBCSI300UTIL,HKG,Hong Kong
FMC1.DE,Ford Motor Co.,GER,Germany
WCUI,"Wellness Center USA, Inc.",PNK,USA
LLTC,Linear Technology Corporation,NMS,USA
YFI.V,"Edgewater Wireless Systems, Inc.",VAN,Canada
5159.KL,Yoong Onn Corporation Berhad,KLS,Malaysia
QCQ.F,CORDY OILFIELD SVCS,FRA,Germany
UBR.V,Uragold Bay Resources Inc.,VAN,Canada
CACB,Cascade Bancorp,NCM,Australia
HRO.F,HIROSE ELECTRIC CO,FRA,Germany
ON.V,"OneRoof Energy Group, Inc.",VAN,Canada
NCZ,AllianzGI Convertible & Income Fund II,NYQ,USA
DCA,Virtus Total Return Fund,NYQ,USA
GAHC,"Global Arena Holding, Inc.",OBB,USA
XEN.MU,INTEX RESOURCES,MUN,Germany
YGGYO.IS,Yeni Gimat Gayrimenkul Yatirim Ortakligi A.S.,IST,Turkey
40JP.L,CAIXA GERAL FIN NCP,LSE,UK
XAE2.BE,CATALIS,BER,Germany
YIPI,"Yippy, Inc.",PNK,USA
WL4N.F,INV METALS,FRA,Germany
BBEPP,Breitburn Energy Partners LP,NMS,USA
YTMF01.AX,THETAASSET ACBCAMP18,ASX,Australia
AFBOF,AFRICAN RAINBOW MINE,PNK,USA
RBAZ,"RepublicBankAz, N.A.",PNK,USA
DYDIF,DYDO DRINCO INC,PNK,USA
RBS-PS,Royal Bank of Scotland Group Pl,NYQ,USA
BPLD.BA,BUENOS AIRES(PROV) 2%-VAR NTS 1,BUE,Argentina
AVXL,Anavex Life Sciences Corp.,NCM,Australia
AI.TO,Atrium Mortgage Investment Corporation,TOR,Canada
EVOK,"Evoke Pharma, Inc.",NCM,Australia
SMME,"SmartMetric, Inc.",PNK,USA
VAPO,VAPORIN INC.,OBB,USA
G09.F,GENOMIC VISION,FRA,Germany
RLD,RealD Inc.,NYQ,USA
019440.KS,"SeAH Special Steel Co., Ltd.",KSC,Korea
SWK,"Stanley Black & Decker, Inc.",NYQ,USA
TRMLF,Tourmaline Oil Corp.,PNK,USA
EPXY,"Epoxy, Inc.",PNK,USA
BIOM,"Biomimix, Inc.",PNK,USA
KYSEY,"Kyushu Electric Power Company, Incorporated",PNK,USA
KJ7.SI,db x-trackers - MSCI Indonesia Index UCITS ETF,SES,Singapore
6540.TWO,JHL,TWO,Taiwan
WKH.BE,WAI KEE HLDGS,BER,Germany
VAC,Marriott Vacations Worldwide Corp.,NYQ,USA
IMMU,Immunomedics Inc.,NGM,Sweden
NNL.F,MONEX GROUP,FRA,Germany
STDY,SteadyMed Ltd.,NGM,Sweden
V3V.SG,VITA 34 N,STU,Germany
BKCT,"DTS8 Coffee Company, Ltd.",OBB,USA
QPACW,Quinpario Acquisition Corp. 2,NCM,Australia
HIFH.HM,CHINA SHIP DEVL -H-,HAM,Germany
GLOB,Globant S.A.,NYQ,USA
ONIN,"Online Internet Network, Inc.",PNK,USA
ROTH,"PharmaRoth Labs, Inc.",PNK,USA
TYPFF,TYPHOON EXPLORATION,PNK,USA
DJPHF,"DYNAM Japan Holdings Co., Ltd.",PNK,USA
YI2A.MU,JA SOLAR HLD SP ADR,MUN,Germany
ABAN.BO,ABAN OFFSHORE LTD.,BSE,India
VRTC,"Veritec, Inc.",PNK,USA
PLAB,Photronics Inc.,NMS,USA
DIR-UN.TO,DREAM INDUSTRIAL REIT,TOR,Canada
ELAL.TA,El Al Israel Airlines Ltd.,TLV,Israel
JACK,Jack in the Box Inc.,NMS,USA
EUYO.IS,Euro Menkul Kiymet Yatirim Ortakligi AS,IST,Turkey
ANSA.IS,Ansa Yatirim Holding A.S.,IST,Turkey
1297.HK,Sinosoft Technology Group Limited,HKG,Hong Kong
APGA,American Paramount Gold Corp.,PNK,USA
BZF1.F,VMWARE-A,FRA,Germany
URZ.TO,Uranerz Energy Corp.,TOR,Canada
NXK,Nuveen New York Dividend Advantage Municipal Fund 2,ASE,USA
OFSA3.SA,Ouro Fino Saúde Animal Participações S.A.,SAO,Brazil
FRPC,First Republic Corp. of America,PNK,USA
RBS-PF,Royal Bank of Scotland Group Pl,NYQ,USA
SNFRF,Sinofert Holdings Ltd.,PNK,USA
QMDT,Quick-Med Technologies Inc.,PNK,USA
DGRLY,Delek Group Ltd.,PNK,USA
RIO,Rio Tinto plc,NYQ,USA
BAMXF,Bayerische Motoren Werke Aktiengesellschaft,PNK,USA
ACG.AX,AtCor Medical Holdings Limited.,ASX,Australia
QGJ.F,EVERCORE PARTNERS-A,FRA,Germany
KPELY,Keppel Corporation Limited,PNK,USA
2ZXA.BE,CHINA ZENIX SO ADS,BER,Germany
NCI,Navigant Consulting Inc.,NYQ,USA
PAOR.PA,Rothschild & Co SCA,PAR,France
TDC.BE,TAC,BER,Germany
REV,"Revlon, Inc.",NYQ,USA
ZVR.BE,SOLAR A/S,BER,Germany
UNV.AX,Universal Coal plc,ASX,Australia
HZJ.MU,HEIWA REAL ESTATE,MUN,Germany
UX2A.F,XPO LOGISTICS,FRA,Germany
SLGYY,San Leon Energy Plc,PNK,USA
6899.HK,Ourgame International Holdings Limited,HKG,Hong Kong
ECR,Eclipse Resources Corporation,NYQ,USA
WI4.F,WEICHAI POWER -H-,FRA,Germany
LUNA,Luna Innovations Incorporated,NCM,Australia
NSCTD,Cipherloc Corporation,PNK,USA
IGEN,IGEN Networks Corp.,PNK,USA
CJRCF,CHINA RESOURCES CEME,PNK,USA
KMRCF,KOMORI CORP,PNK,USA
HOUM,Hotel Outsource Management International Inc.,PNK,USA
YPPN,Yappn Corp.,PNK,USA
133716.L,XEROS TECH GR,LSE,UK
WFC.MX,Wells Fargo & Company,MEX,Mexico
THVB,Thomasville Bancshares Inc.,PNK,USA
M04.BE,MGM CHINA HLDGS,BER,Germany
BWEN,"Broadwind Energy, Inc.",NCM,Australia
PJF.L,The Prospect Japan Fund Limited,LSE,UK
TX,Ternium S.A.,NYQ,USA
KLSB.ME,Kaluga Power Sale Company Open Joint-Stock Company,MCX,India
AAB.TO,Aberdeen International Inc.,TOR,Canada
CMN,Cantel Medical Corp.,NYQ,USA
GGRGF,Groupe Gorgé SA,PNK,USA
G41.SI,G. K. Goh Holdings Limited,SES,Singapore
TOYMO.SW,TOYOTA MOTOR,EBS,Austria
K90.BE,LOOMIS B-,BER,Germany
OHB.DE,OHB SE,GER,Germany
MKRYF,Manitok Energy Inc.,PNK,USA
KMOL.AT,Karamolengos Bakery Industry S.A.,ATH,Greece
PSSEF,PONSSE OY,PNK,USA
ABR,Arbor Realty Trust Inc.,NYQ,USA
MLC.L,Millennium & Copthorne Hotels plc,LSE,UK
BF5B.BE,BROWN NON VTG-B,BER,Germany
SQNM,Sequenom Inc.,NMS,USA
JAH,Jarden Corp.,NYQ,USA
LFC,China Life Insurance Co. Ltd.,NYQ,USA
MBLX,"Metabolix, Inc.",NCM,Australia
CLTS,Earth Life Sciences Inc,PNK,USA
137817.L,GCP STUDENT CP,LSE,UK
VAI.F,VAIL RESORTS,FRA,Germany
LPTH,"LightPath Technologies, Inc.",NCM,Australia
TXRX4F.SA,TEX RENAUX  PN,SAO,Brazil
SBUX.MX,Starbucks Corporation,MEX,Mexico
011170.KS,Lotte Chemical Corporation,KSC,Korea
MUTHTFN.BO,Muthoot Capital Services Ltd.,BSE,India
OLB.HM,OLDENBURG LANDESBK,HAM,Germany
SGFEF,Siegfried Holding AG,PNK,USA
PKT,"Procera Networks, Inc.",NMS,USA
ZTA.AX,Zeta Petroleum PLC,ASX,Australia
SKT.AX,Sky Network Television Ltd.,ASX,Australia
SKVY,Sentry Technology Corp.,PNK,USA
LVNTA,Liberty Ventures,NMS,USA
T98.F,WRIGHT MEDICAL GR,FRA,Germany
DTV,DIRECTV,NMS,USA
AFR.AX,African Energy Resources Limited,ASX,Australia
YB2P.F,CN VANGUARD,FRA,Germany
RRD,R.R. Donnelley & Sons Company,NMS,USA
NYT.MU,NEW YORK TIMES -A-,MUN,Germany
XENA.TA,Xenia Venture Capital Ltd,TLV,Israel
QB3.F,QUEBECOR INC  -B-,FRA,Germany
DRAL.TA,Dor Alon Energy In Israel (1988) Ltd.,TLV,Israel
FORN.SW,FORBO HLDG N,EBS,Austria
NPT.NZ,NPT Limited Ordinary Shares,NZE,New Zealand
P6NN.SG,OPEXA THERAPEUTICS,STU,Germany
XKI.BE,KBL MINING,BER,Germany
XY8.F,BW OFFSHORE,FRA,Germany
CZICF,Canadian Zinc Corp.,OBB,USA
ACR.DE,Accor S.A.,GER,Germany
BLD-WI,TopBuild Corp. Common Stock Whe,NYQ,USA
MMMM,Mineral Mountain Mining & Milling Co.,PNK,USA
PRPI,Perpetual Industries Inc.,OBB,USA
GHE.L,Gresham House plc,LSE,UK
VTX.AX,VTX Holdings Limited,ASX,Australia
MCK.V,Manson Creek Resources Ltd.,VAN,Canada
V2M.F,VIOLIN MEMORY,FRA,Germany
HHE.SG,HOWARD HUGHES,STU,Germany
RVREF,True Gold Mining Inc.,PNK,USA
LG7.SI,db x-trackers - MSCI Thailand Index UCITS ETF (DR),SES,Singapore
DNAI,"ProNAi Therapeutics, Inc.",NGM,Sweden
RCBC,River City Bank,PNK,USA
PNE3.BE,PNE WIND N,BER,Germany
ASCC,Aristocrat Group Corp.,PNK,USA
0851-OL.HK,SHENG YUAN HLDG,HKG,Hong Kong
ZAS.F,ASSURANT,FRA,Germany
SGH.AX,Slater & Gordon Limited,ASX,Australia
BHD.VI,BURGENLAND HOLDING,VIE,Austria
QCTA.MU,BELDEN,MUN,Germany
KFRC,Kforce Inc.,NMS,USA
MXIM,"Maxim Integrated Products, Inc.",NMS,USA
PEDH,"Peoples Educational Holdings, Inc.",PNK,USA
CPAH,CounterPath Corporation,NCM,Australia
ZHIMATMO.BO,HIMATSINGKA MOTOR WORKS LTD.,BSE,India
122990.KQ,"Wisol Co., Ltd.",KOE,South Korea
GCHEF,"Grupo Comercial Chedraui, S.A.B. DE C.V.",PNK,USA
DIVSHKT.BO,Divyashakti Granites Ltd.,BSE,India
ESUU11F.SA,FIP IE I    CI  A,SAO,Brazil
OTOKLIN.BO,OTOKLIN PLANTS & EQUIPMENTS LT,BSE,India
JHY,Nuveen High Income 2020 Target Term Fund,NYQ,USA
ORGS,Orgenesis Inc.,PNK,USA
ORE.TO,Orezone Gold Corporation,TOR,Canada
QMIS,QMIS Finance Securities Corporation,PNK,USA
IMHDF,ISETAN MITSUKOSHI,PNK,USA
MBIT,MobileBits Holdings Corp.,PNK,USA
SEGSF,SIA Engineering Company Limited,PNK,USA
SFDL,Security Federal Corporation,PNK,USA
MOH,"Molina Healthcare, Inc.",NYQ,USA
MXX.V,MatRRix Energy Technologies Inc.,VAN,Canada
CXGH.SG,XINJIANG GOLDWI -H-,STU,Germany
DPM.DU,SUMI DAI PHARMA,DUS,Germany
3GZA.F,JAYA KONSTRUKSI,FRA,Germany
MYOS,MYOS Corporation,NCM,Australia
RYS1.DE,The Royal Bank of Scotland Group plc,GER,Germany
WWEXF,WEST AFRICAN IRON,PNK,USA
CATG,Cantor Group Inc.,PNK,USA
WEK.F,ZIOPHARM ONCOLOGY,FRA,Germany
JAF.MU,JAFCO,MUN,Germany
ORNC,ORANCO INC,OBB,USA
YNDX.ME,Yandex N.V.,MCX,India
LRTNF,Pure Gold Mining Inc.,PNK,USA
KEMP.BO,Kemp & Co. Ltd,BSE,India
03049X.TW,YUANTA SECURITIES C/W 04/06/16(,TAI,Taiwan
PML.L,Papua Mining plc,LSE,UK
VALUEMAR.BO,VALUEMART RETAIL SOLUTIONS LTD,BSE,India
PAACU,Pacific Special Acquisition Corp.,NCM,Australia
RLBS,Reliance Bancshares Inc.,PNK,USA
Y2WA.BE,ZHONGTIAN INTL,BER,Germany
SBRY.L,J Sainsbury plc,LSE,UK
MRPLY,Mr Price Group Limited,PNK,USA
LILAK,Liberty LiLAC Group,NMS,USA
CPKA,Chase Packaging Corp.,PNK,USA
0ZG2.F,ZILLOW GROUP-C,FRA,Germany
ORBITCORP.BO,ORBIT CORPORATION LTD.,BSE,India
ASKH,"Astika Holdings, Inc.",OBB,USA
PACEW,Pace Holdings Corp.,NCM,Australia
SERNF,SEIREN CO LTD,PNK,USA
TVPKF,Travis Perkins plc,PNK,USA
SRS.F,CANADIAN ZINC,FRA,Germany
DSGT,DSG Global Inc.,PNK,USA
HOMR,"Homie Recipes, Inc.",OBB,USA
NTC,Nuveen Connecticut Premium Income Municipal Fund,NYQ,USA
OX.V,Orex Exploration Inc.,VAN,Canada
XGW.BE,CALAVO GROWERS,BER,Germany
EQFN,Equitable Financial Corp.,NCM,Australia
PACB,"Pacific Biosciences of California, Inc.",NMS,USA
GLPEY,"Galp Energia, SGPS, S.A.",PNK,USA
FFIN,First Financial Bankshares Inc.,NMS,USA
QPJ.BE,KEWPIE,BER,Germany
LEN.L,LEYSHON ENERGY,LSE,UK
TSS,"Total System Services, Inc.",NYQ,USA
LAD,Lithia Motors Inc.,NYQ,USA
SAL,Salisbury Bancorp Inc.,NCM,Australia
SOHFF,Telson Resources Inc.,PNK,USA
WFC-WT,Wells Fargo & Co. Wt,NYQ,USA
PUNK,"Blink Technologies, Inc.",PNK,USA
YCB,"Your Community Bankshares, Inc.",NCM,Australia
FOO.DU,SALESFORCE.COM,DUS,Germany
STS.L,Securities Trust of Scotland Ord,LSE,UK
WAL.SG,WALTER ENERGY ,STU,Germany
138654.L,HOCHSCHILD I15 NP,LSE,UK
RWS.L,RWS Holdings plc,LSE,UK
STR,Questar Corporation,NYQ,USA
TRPN3.SA,Tarpon Investimentos S.A.,SAO,Brazil
KGF.L,Kingfisher plc,LSE,UK
721720.TWO,YUANTA SECURITIES C/W 18/08/16(,TWO,Taiwan
LLTP,Lightlake Therapeutics Inc.,PNK,USA
TYC1.F,TAIYO YUDEN,FRA,Germany
BANC,"Banc of California, Inc.",NYQ,USA
23B.F,BRIT,FRA,Germany
PPJ.SG,PEPCO HOLDINGS,STU,Germany
PCTZF,Bravern Ventures Ltd.,PNK,USA
NCIT,"NCI, Inc.",NMS,USA
DMXTY,DMX TECH GROUP ADR,PNK,USA
ELD.AX,Elders Limited,ASX,Australia
DECN.MX,JC DECAUX,MEX,Mexico
RNW.TO,TransAlta Renewables Inc.,TOR,Canada
MHN,"BlackRock MuniHoldings New York Quality Fund, Inc.",NYQ,USA
TOVC,"Torvec, Inc.",PNK,USA
CCCXF,COBALT COAL,PNK,USA
EVOTF,Evotec AG,PNK,USA
AMPW,American Power Corporation,PNK,USA
MSMN.L,Mosman Oil And Gas Limited,LSE,UK
OCJ.BE,ORACLE JAPAN,BER,Germany
VRCFF,Victory Resources Corporation,PNK,USA
QHH.F,DAI-ICHI LIFE,FRA,Germany
YINGY,Yingde Gases Group Co Ltd.,PNK,USA
HINKF,Heineken NV,PNK,USA
QBELOR-A,,ASX,Australia
CRZY,"Crazy Woman Creek Bancorp, Incorporated",PNK,USA
WFTSF,Wavefront Technology Solutions Inc.,PNK,USA
CTSH.SW,COGNIZANT TECH SO-A,EBS,Austria
DPM,DCP Midstream Partners LP,NYQ,USA
SGQRF,SouthGobi Resources Limited,PNK,USA
DRE2.F,DT REAL ESTATE,FRA,Germany
Y01A.F,YODLEE,FRA,Germany
YAV.F,SUTL ENTERPRISE,FRA,Germany
BEMG,"Beta Music Group, Inc.",PNK,USA
S7E.F,SHIRE,FRA,Germany
OCTX,"Octagon 88 Resources, Inc.",PNK,USA
TAP-A,Molson Coors Brewing Company,NYQ,USA
099830.KQ,Signal Entertainment Group Corp.,KOE,South Korea
5CF.BE,CALFRAC WELL SERV,BER,Germany
C1S.BE,CHINA SHINEWAY PHAR,BER,Germany
ZTS,Zoetis Inc.,NYQ,USA
BDZ.SG,CHICAGO BDGE NY REG,STU,Germany
0527.HK,China Ruifeng Renewable Energy Holdings Limited,HKG,Hong Kong
GV,Goldfield Corp.,ASE,USA
RNMBY,Rheinmetall AG,PNK,USA
NMNZF,Nortec Minerals Corp.,PNK,USA
UMBBF,Umbral Energy Corp.,PNK,USA
NEVDF,Nevada Copper Corp.,PNK,USA
THW,Tekla World Healthcare Fund,NYQ,USA
OMKARPH.BO,OMKAR PHARMACHEM LTD.,BSE,India
KI8.BE,KAP INDUS,BER,Germany
HTBNF,Hunter Bay Minerals Plc,PNK,USA
0268.HK,Kingdee International Software Group Co. Ltd.,HKG,Hong Kong
FAY.BE,FAMILY DOLLAR STORE,BER,Germany
SNYR,Synergy CHC Corp.,OBB,USA
XMPA.MU,CYTORI THERAPEUTICS,MUN,Germany
ELTZ.L,Electra Private Equity (Spl) ZDP 2016,LSE,UK
VNM.MU,VARIAN MED SYSTEMS,MUN,Germany
UOF.MU,URBAN OUTFITTERS,MUN,Germany
MBG.V,Malbex Resources Inc.,VAN,Canada
ROP,"Roper Technologies, Inc.",NYQ,USA
DCM,"NTT DOCOMO, Inc.",NYQ,USA
TAY.BE,M'BISHI TANABE PHA,BER,Germany
ZNGKRV-A,,ASX,Australia
NOTQF,Northquest Ltd.,PNK,USA
AHII,American Heritage International Inc.,OBB,USA
KMPR,Kemper Corporation,NYQ,USA
AFGE,American Financial Group Inc.,NYQ,USA
IBWSL.BO,INDIABULLS WHOLESALE SERVICES,BSE,India
VVIVF,VALENCIA VENTURES,PNK,USA
DIVI.L,Diverse Income Trust Ord,LSE,UK
JCN.BE,JOHNSON CONTROLS,BER,Germany
CUK,Carnival plc,NYQ,USA
AKTS,"Akoustis Technologies, Inc.",OBB,USA
ENI,Enersis S.A.,NYQ,USA
GBSN,"Great Basin Scientific, Inc.",NCM,Australia
AMSF,"Amerisafe, Inc.",NMS,USA
6IZ.BE,ZINCO MINING,BER,Germany
1305.HK,Wai Chi Holdings Company Limited,HKG,Hong Kong
3368-OL.HK,PARKSON GROUP,HKG,Hong Kong
LH,Laboratory Corp. of America Holdings,NYQ,USA
JSD,Nuveen Short Duration Credit Opportunities Fund,NYQ,USA
VNMC,Vanguard Mining Corporation,PNK,USA
PBYA,"Panther Biotechnology, Inc.",PNK,USA
RBC,Regal Beloit Corporation,NYQ,USA
CTOT,Cornerstone Bancorp.,PNK,USA
NPPXF,Nippon Telegraph and Telephone Corporation,PNK,USA
JUN3.SG,JUNGHEINRICH VZ,STU,Germany
GMT,GATX Corp.,NYQ,USA
VIS.IC,Vatryggingfelag Islands Hf,ICE,Iceland
VGLS,VG Life Sciences Inc.,PNK,USA
RSW.L,Renishaw plc,LSE,UK
POW.TO,Power Corporation of Canada,TOR,Canada
PEGA,Pegasystems Inc.,NMS,USA
JJO.DU,JJ AUTO,DUS,Germany
EMMS,Emmis Communications Corp.,NMS,USA
BSW.HM,VASCORY,HAM,Germany
W-PB.TO,POWER CORP. PREFERRED SHARES SE,TOR,Canada
YCZ.MU,CAMERON INTL,MUN,Germany
BXE,Bellatrix Exploration Ltd.,NYQ,USA
WFR.F,SUNEDISON,FRA,Germany
JEL.L,Jersey Electricity plc,LSE,UK
KHKSF,KHON KAEN SUGAR INDU,PNK,USA
RMAX,"RE/MAX Holdings, Inc.",NYQ,USA
PTKFY,PT. Kalbe Farma Tbk.,PNK,USA
KCC.V,Kincora Copper Limited,VAN,Canada
GTWN,Georgetown Bancorp Inc.,NCM,Australia
BJINY,Beijing Enterprises Holdings Ltd.,PNK,USA
VZFF.EX,VERIZON COMM ,EUX,Germany
IYYA.BE,INVESTEC,BER,Germany
PGRX,"Prospect Global Resources, Inc.",PNK,USA
USA,Columbia Funds Trust XII - Liberty All Star Equity Fund,NYQ,USA
FB2A.DE,"Facebook, Inc.",GER,Germany
SPH1.F,SEKISUI HOUSE,FRA,Germany
TSC10.BA,CEDULAS HIP ARG X MBS 07/01/202,BUE,Argentina
H9B.F,HERTZ GLOBAL HLDGS,FRA,Germany
UAM,Universal American Corp,NYQ,USA
4711.TWO,YONG SHUN CHEMICAL TWD10,TWO,Taiwan
N,NetSuite Inc.,NYQ,USA
ZCHA.BE,CHINA TELE SP ADR-H,BER,Germany
RMKXF,Rainmaker Resources Ltd.,PNK,USA
CRNCY,Cairn Energy plc,PNK,USA
EGZ.TO,Energizer Resources Inc.,TOR,Canada
OXDAI.SW,DAIMLER N,EBS,Austria
FJZ.SG,ZIJIN MINING -H-,STU,Germany
MVG,MAG Silver Corp.,ASE,USA
WRX1.F,WORKSPACE GRP,FRA,Germany
ORA.MI,Orange,MIL,Italy
ALTHE.PA,"Theraclion, S.A.S.",PAR,France
ATOC,Atomic Paintball Inc.,PNK,USA
ADY.BE,AMEDISYS,BER,Germany
UPD.AX,UPDTER INC CDI FORUS,ASX,Australia
0853.HK,MicroPort Scientific Corporation,HKG,Hong Kong
P7J1.F,PACIFIC NORTH WEST,FRA,Germany
OVCHF,Oversea-Chinese Banking Corporation Limited,PNK,USA
QL2.SI,IS ASIA BND S$D,SES,Singapore
JMTAUTOLT.NS,JMT Auto Limited,NSI,India
TDE,Telephone & Data Systems Inc.,NYQ,USA
AXC.SI,YONGNAM HLDGS NPV (POST-CONS),SES,Singapore
4980.TWO,JORJIN,TWO,Taiwan
717247.TWO,YUANTA SECURITIES C/W 03/08/15(,TWO,Taiwan
LVMUY,LVMH Moët Hennessy Louis Vuitton SA,PNK,USA
STXS,Stereotaxis Inc.,NCM,Australia
WS7A.F,BINHAI INVESTMENT,FRA,Germany
SLTA,Soltera Mining Corp.,PNK,USA
RW0U.SI,Mapletree Greater China Commercial Trust,SES,Singapore
KHE.F,KAWASAKI HEAVY IND,FRA,Germany
DMI.AX,Dempsey Minerals Limited,ASX,Australia
OTOW,"O2 Secure Wireless, Inc.",PNK,USA
RQQ.MU,OCEANAGOLD,MUN,Germany
CL1A.F,WANDA HOTEL DEV,FRA,Germany
ZSOMESCE.BO,SOMESHWARA CEMENTS & CHEMICALS,BSE,India
NBVENTURE.NS,Nava Bharat Ventures Limited,NSI,India
BWW.SG,BUFFALO WILD WINGS,STU,Germany
LARK,Landmark Bancorp Inc.,NGM,Sweden
ZZA.F,CINEMARK HOLDINGS,FRA,Germany
RYGYO.IS,Reysas Gayrimenkul Yatirim Ortakligi A.S.,IST,Turkey
BSEFY,"Benesse Holdings, Inc.",PNK,USA
BES.LS,ESPIRITO SANTO R,LIS,Portugal
ODN.AX,Odin Energy Limited,ASX,Australia
COK.DE,Cancom SE,GER,Germany
ELOS,Syneron Medical Ltd.,NMS,USA
SDIPF,Sports Direct International plc,PNK,USA
XTL.BE,ANOTO GROUP,BER,Germany
WGA,"AG&E; Holdings, Inc.",ASE,USA
EXN.BE,XINREN ALUMINUM,BER,Germany
KAMP.AT,Reds S.A.,ATH,Greece
DXLG,"Destination XL Group, Inc.",NMS,USA
5I0.SI,$ QT Vascular,SES,Singapore
JLT.SG,JAR LLOYD THOMP GRP,STU,Germany
SHA.F,SCHAEFFLER VZ,FRA,Germany
EGRTF,El Tigre Silver Corp,PNK,USA
WESC,W&E, Source Corp,PNK
0337.HK,Greenland Hong Kong Holdings Limited,HKG,Hong Kong
CBAK,"China BAK Battery, Inc.",NGM,Sweden
HRBR,"Harbor Diversified, Inc.",PNK,USA
TNAV,"Telenav, Inc.",NMS,USA
WAYS,Wave Sync Corp.,PNK,USA
WWFA.SG,WORLD WRESTLING-A,STU,Germany
CFIGY,Challenger Limited,PNK,USA
ZBB,ZBB Energy Corporation,ASE,USA
UEXCF,UEX Corp.,PNK,USA
DVO.L,Devro plc,LSE,UK
KWALITY.NS,Kwality Limited,NSI,India
SVEG.OL,Sparebanken Vest,OSL,Norway
BRN,"Barnwell Industries, Inc.",ASE,USA
PFLC,Pacific Financial Corp.,PNK,USA
EMG.L,Man Group plc,LSE,UK
DKS,Dick's Sporting Goods Inc.,NYQ,USA
PUGE,"Puget Technologies,Inc",PNK,USA
YNP.BK,"YARNAPUND PUBLIC CO.,LTD.",SET,Thailand
CJPRY,Central Japan Railway Company,PNK,USA
WFGPY,Westfield Corp.,PNK,USA
SNSY5.SA,Sansuy S.A.,SAO,Brazil
3W31.F,KAIZEN DISCOVERY,FRA,Germany
3062-OL.HK,X DBCSI300MAT,HKG,Hong Kong
TLR.V,Teslin River Resources Corp.,VAN,Canada
ODD.ST,Odd Molly International AB,STO,Sweden
HPF-UN.TO,ENERGY LEADERS PLUS INCOME FUND,TOR,Canada
SIVBO,SVB Financial Group,NMS,USA
QRSM,"QRS Music Technologies, Inc.",PNK,USA
CBAI,Cord Blood America Inc.,PNK,USA
EONGY,E.ON SE,PNK,USA
AVOL,Avolon Holdings Limited,NYQ,USA
GPLA,GamePlan Inc.,PNK,USA
TS6.BE,TELESTE,BER,Germany
BME,BlackRock Health Sciences Trust,NYQ,USA
083660.KQ,"CSA Cosmic Co., Ltd.",KOE,South Korea
AMJYF,AMANDA CAPITAL OYJ,PNK,USA
MKLW.L,A&J, Mucklow Group plc,LSE
PHM,"PulteGroup, Inc.",NYQ,USA
JPM.L,JPMorgan Chase & Co.,LSE,UK
220630.KQ,KTB SPAC III,KOE,South Korea
W7LF.EX,ADP,EUX,Germany
GNTX,Gentex Corp.,NMS,USA
AAGIY,AIA Group Limited,PNK,USA
LMNK,Lifestyle Medical Network Inc.,PNK,USA
WBMD,WebMD Health Corp.,NMS,USA
ACRS,"Aclaris Therapeutics, Inc.",NMS,USA
SRE.L,Sirius Real Estate Limited,LSE,UK
DBO.TO,D-Box Technologies Inc.,TOR,Canada
WIKA.JK,WIJAYA KARYA IDR100,JKT,Indonesia
ZSC.SG,Sharps Compliance Corp.,STU,Germany
OGXI,"OncoGenex Pharmaceuticals, Inc.",NCM,Australia
SONVF,Sonova Holding AG,PNK,USA
ZBB.A,,ASE,USA
FR.TO,First Majestic Silver Corp.,TOR,Canada
USBC34.SA,U.S. Bancorp,SAO,Brazil
UJO.L,Union Jack Oil plc,LSE,UK
ZOF.MU,SBI HOLDINGS,MUN,Germany
03042X.TW,YUANTA SECURITIES C/W 04/06/16(,TAI,Taiwan
ALXDF,Alexandria Minerals Corporation,PNK,USA
TCS.BE,TASER INTL,BER,Germany
JW-A,John Wiley & Sons Inc.,NYQ,USA
RDXH,"Redux Holdings, Inc.",PNK,USA
WO8.F,WALLSTR: ONLINE CAP,FRA,Germany
ZWC1.MU,ZWACK UNICUM,MUN,Germany
ADXSW,"Advaxis, Inc.",NCM,Australia
